hostel_id,city,distance_to_center_km,rating,num_reviews,room_type,beds_in_room,breakfast_included,wifi,laundry,season,weekend,occupancy_rate,latitude,longitude,distance_to_transport_hub_km,distance_to_popular_places,neighbourhood_popularity_score,walkability_score,noise_level_index,sentiment_score,review_keywords_count,topic_category,recent_sentiment_trend,days_until_checkin,surge_pricing_flag,competitor_average_price,competitor_availability,price_last_week,month,holiday_or_festival,special_event_flag,seasonal_index,hostel_age_years,kitchen_access,air_conditioning,locker_available,security_24h,female_only_dorm_available,common_area_count,room_area_sqft,bathroom_type,price_per_night
1140,Kerala,4.86,6.9,1980,private,8,1,1,1,low,0,0.83,10.79759002912539,76.18438916777853,0.06,0.73,8.3,44.0,9.2,0.36,43,staff,-0.14,60,0,1497.73,0.73,1019.67,2,0,1,0.7,32,1,1,1,0,0,3,315,shared,1169.6
1141,Hyderabad,1.96,6.9,1850,shared,4,1,1,0,low,0,0.5,17.48185225888316,78.44088432226201,4.43,1.99,8.0,91.0,1.1,0.11,29,cleanliness,-0.03,61,1,1345.2,0.34,1022.73,9,1,0,1.0,32,0,1,1,1,0,1,126,ensuite,1421.91
1142,Agra,0.05,8.1,1972,private,4,0,1,1,peak,0,0.41,27.185158027802274,77.98764639146074,2.94,1.46,8.1,86.0,8.2,0.69,14,value,0.17,18,0,301.47,0.7,581.39,10,0,0,0.9,35,0,0,1,0,0,3,176,shared,1754.94
1143,Varanasi,1.64,8.0,997,shared,8,0,1,1,peak,1,0.76,25.350083149216232,82.96210112018623,0.57,0.99,3.4,63.0,8.7,0.92,41,staff,0.21,80,0,1185.46,0.23,1070.63,7,0,0,1.2,15,1,0,1,0,1,5,311,shared,1780.06
1144,Kerala,0.08,7.1,1253,shared,4,0,1,1,shoulder,0,0.97,10.80626402724934,76.2948612614661,7.95,0.29,6.7,41.0,6.7,-0.01,29,staff,-0.05,29,0,1377.46,0.87,1243.81,4,0,0,0.9,42,1,0,0,1,0,2,101,shared,1078.14
1145,Manali,10.17,7.1,849,shared,8,0,1,1,shoulder,1,0.77,32.203959381717524,77.2686005520263,0.4,2.44,8.5,40.0,9.4,0.36,44,value,0.18,89,0,693.3,0.29,954.18,7,1,0,1.2,32,0,0,1,0,0,1,382,shared,1319.33
1146,Mumbai,0.41,7.1,736,shared,6,0,1,1,peak,0,0.87,19.04309238282823,72.84376960238144,4.91,0.48,3.7,52.0,6.3,0.18,33,staff,0.3,12,0,1472.99,0.49,429.29,8,0,0,1.2,30,1,0,1,0,0,5,203,ensuite,1844.78
1147,Udaipur,3.69,8.9,1254,private,4,1,1,1,low,0,0.8,24.62514714103006,73.78249690709984,0.78,2.58,3.1,70.0,3.2,0.23,41,value,0.13,48,0,781.56,0.88,659.99,8,0,0,1.2,19,1,0,0,1,1,5,314,shared,1580.71
1148,Goa,10.81,8.5,1422,private,6,0,1,1,shoulder,0,0.7,15.294041241537862,74.04269578418533,2.88,1.42,8.7,67.0,2.9,0.29,9,staff,0.14,81,0,805.41,0.83,402.07,8,0,0,1.2,24,1,1,1,0,0,2,261,shared,1880.98
1149,Mumbai,5.25,9.2,563,private,2,0,1,1,low,0,0.83,19.079536730506014,72.78607493979464,1.22,0.7,8.0,75.0,6.0,0.94,18,cleanliness,0.25,84,0,493.05,0.63,632.23,12,0,0,0.9,2,1,1,1,1,0,5,297,ensuite,1452.67
1150,Hyderabad,3.61,9.7,1680,shared,8,0,0,1,shoulder,0,0.89,17.403400596431872,78.48750903662469,2.67,0.06,5.9,86.0,9.2,0.11,37,value,-0.1,50,1,415.91,0.4,533.14,5,0,0,1.0,21,1,1,1,1,0,4,345,ensuite,1574.22
1151,Mumbai,5.49,7.8,1075,shared,6,0,1,1,shoulder,1,0.53,19.129762331247644,72.78963244466613,0.34,0.4,9.6,63.0,1.7,0.39,31,cleanliness,-0.29,8,0,943.91,0.66,910.09,7,0,0,1.2,42,1,0,0,0,1,2,243,ensuite,1428.52
1152,Bangalore,12.02,6.3,685,shared,4,1,1,1,shoulder,0,0.6,12.889673949702496,77.57309796024684,0.63,3.3,8.4,50.0,6.4,0.94,9,cleanliness,0.29,28,0,1023.33,0.47,765.9,11,0,1,0.8,16,1,1,0,1,1,1,363,shared,925.08
1153,Manali,2.91,6.2,882,private,4,0,1,1,peak,1,0.53,32.29497478244377,77.26805562337384,0.21,2.56,9.8,88.0,7.9,0.37,48,staff,-0.01,82,0,740.28,0.19,1094.95,7,0,0,1.2,40,0,0,0,1,0,1,249,shared,2759.2
1154,Goa,2.46,7.1,292,shared,6,0,1,0,low,1,0.67,15.311947013775036,74.07229660724148,4.01,1.28,9.5,60.0,2.0,0.84,19,value,0.17,7,0,1027.93,0.74,699.35,2,0,0,0.7,39,1,0,0,1,1,3,174,shared,905.9
1155,Kerala,2.97,9.5,1091,shared,4,1,1,1,peak,0,0.93,10.884319088971052,76.31229515502498,0.7,0.94,6.4,57.0,2.1,-0.13,7,location,0.19,80,1,773.61,0.8,470.19,3,0,0,0.8,36,1,1,1,1,1,4,224,shared,2076.02
1156,Kerala,2.28,8.0,1847,shared,4,0,1,1,shoulder,1,0.61,10.816010352968153,76.23157307847802,2.37,1.56,8.3,86.0,4.3,0.94,5,cleanliness,-0.06,75,0,1341.82,0.43,559.63,11,0,0,0.8,41,1,1,1,1,1,4,383,shared,1510.57
1157,Kerala,3.02,7.0,843,shared,6,0,1,0,peak,0,0.62,10.83237736736329,76.18008401104844,3.43,0.94,7.7,96.0,3.5,0.03,28,cleanliness,0.02,14,0,1444.59,0.63,900.36,2,0,0,0.7,2,0,0,1,1,1,1,387,ensuite,1121.26
1158,Hyderabad,1.79,7.5,546,shared,8,0,1,0,peak,1,0.92,17.331233163930786,78.49803811628206,4.63,1.55,8.7,95.0,2.8,0.98,16,cleanliness,0.02,68,0,1012.25,0.12,794.84,3,0,0,0.8,16,1,1,1,0,1,5,175,ensuite,1492.06
1159,Kolkata,0.74,8.3,1106,shared,6,1,1,0,peak,0,0.71,22.66845999948348,88.43087069810736,0.22,0.55,8.5,48.0,2.8,0.01,49,staff,-0.17,33,1,1310.73,0.26,346.87,9,1,0,1.0,29,0,1,1,0,1,4,267,ensuite,2447.46
1160,Agra,0.38,8.5,1918,private,8,1,1,1,low,0,0.72,27.176100594502064,77.98999368966852,4.47,2.73,4.1,70.0,2.2,0.33,18,staff,-0.23,51,0,1324.49,0.56,530.94,7,0,1,1.2,7,0,1,1,1,0,4,130,shared,2108.72
1161,Udaipur,0.21,6.6,932,private,10,0,1,0,peak,0,0.92,24.68461538315932,73.73595876529163,0.44,1.82,4.6,46.0,6.5,0.17,46,cleanliness,0.03,49,1,1156.52,0.32,626.41,4,0,0,0.9,15,1,0,1,1,1,5,386,shared,1852.19
1162,Rishikesh,0.92,9.7,1162,shared,4,0,1,1,peak,0,0.69,30.084857195612255,78.34760471953155,2.67,0.6,4.9,98.0,7.2,0.32,24,staff,-0.23,66,0,530.4,0.86,1097.9,8,0,1,1.2,23,1,0,1,1,0,2,212,shared,2747.8
1163,Chennai,0.14,8.1,1632,shared,8,1,1,1,peak,1,0.81,13.026650252876815,80.3286389025474,2.61,2.66,8.7,53.0,7.3,0.1,18,staff,-0.09,4,1,485.93,0.77,1103.47,7,0,0,1.2,5,0,0,0,1,1,5,198,shared,2285.33
1164,Agra,2.51,6.5,851,shared,8,0,1,1,peak,1,0.45,27.17819047934737,77.94687527987857,0.02,1.0,8.7,52.0,5.8,0.96,18,staff,-0.19,8,1,1403.38,0.62,1067.79,10,0,0,0.9,1,0,1,1,1,0,3,143,shared,1542.3
1165,Hyderabad,1.0,9.4,1459,private,6,0,0,0,peak,1,0.51,17.29291911435982,78.533376791873,0.5,0.29,6.5,93.0,9.6,0.17,49,noise,0.12,87,0,618.07,0.9,1200.31,6,0,0,1.1,5,0,1,1,0,0,3,346,ensuite,2722.66
1166,Delhi,5.22,6.3,957,private,12,1,1,1,peak,0,0.64,28.78505396028439,77.10287860503203,1.35,0.12,7.1,98.0,8.9,0.58,39,value,0.22,4,0,595.6,0.29,1261.27,4,0,0,0.9,13,1,1,1,1,1,1,304,shared,1968.81
1167,Manali,0.23,9.4,674,private,4,0,1,1,peak,0,0.7,32.30331005023889,77.23789336157722,1.09,1.8,8.8,82.0,9.6,-0.04,23,staff,0.05,26,0,499.35,0.84,378.22,5,0,1,1.0,26,1,1,1,1,0,2,133,ensuite,3000.0
1168,Udaipur,0.77,9.8,1727,private,4,0,0,0,shoulder,0,0.98,24.630564104138855,73.71140311010446,5.02,3.01,5.2,47.0,4.5,0.79,24,noise,-0.05,83,0,932.94,0.34,842.36,10,0,0,0.9,13,1,0,0,0,1,4,83,ensuite,1740.1
1169,Agra,3.93,8.7,1158,shared,8,1,1,1,peak,0,0.98,27.198665343088493,77.93369163282166,0.89,2.47,3.4,69.0,8.9,0.45,46,noise,0.3,46,0,1112.4,0.58,463.86,8,0,0,1.2,32,1,1,1,1,1,1,383,ensuite,2190.71
1170,Varanasi,2.74,8.9,76,private,6,0,1,1,peak,0,0.91,25.333566846734072,82.98788188933784,5.53,1.6,6.4,89.0,7.9,0.98,48,staff,-0.29,61,1,1111.39,0.45,689.47,3,1,0,0.8,29,1,1,1,0,0,1,134,shared,2397.43
1171,Hyderabad,0.2,7.3,15,shared,6,0,1,1,low,0,0.59,17.484345642815896,78.48512679847947,1.23,0.23,9.4,74.0,4.1,0.31,27,noise,-0.12,44,1,613.26,0.45,1029.52,11,1,1,0.8,18,0,0,1,0,0,4,112,ensuite,1245.54
1172,Bangalore,6.29,9.6,646,shared,4,0,1,1,shoulder,0,0.98,12.927199486803987,77.59818434672829,6.67,0.15,8.5,48.0,2.0,0.03,38,location,-0.13,65,0,413.74,0.71,961.82,12,0,0,0.9,2,0,0,1,1,1,4,208,ensuite,1082.27
1173,Chennai,6.29,8.0,323,private,8,0,1,0,peak,0,0.81,13.138636873073116,80.34648049072918,2.67,0.63,5.6,50.0,7.1,0.22,5,noise,-0.09,22,0,672.25,0.38,441.42,3,0,0,0.8,27,1,1,1,1,1,5,292,shared,1243.88
1174,Bangalore,1.2,8.8,1359,shared,8,0,1,0,low,0,0.64,12.987880954042732,77.67356740934125,3.54,2.9,3.5,92.0,2.2,0.68,8,value,-0.16,60,1,904.12,0.51,1132.79,5,0,0,1.0,42,1,0,1,1,0,3,108,shared,1332.48
1175,Kerala,1.25,9.5,574,shared,6,0,1,0,peak,0,0.82,10.945676108751778,76.26180742135315,0.22,4.89,7.5,72.0,3.6,0.59,44,noise,-0.14,42,0,1034.93,0.27,1165.72,9,0,0,1.0,3,0,1,1,1,1,4,274,shared,2159.97
1176,Chennai,13.54,9.7,1611,shared,12,1,1,1,peak,1,0.41,13.148260636659652,80.26184640825602,1.76,0.41,8.8,82.0,5.5,0.73,21,staff,-0.15,34,0,624.72,0.71,453.1,5,0,0,1.0,30,1,0,1,1,1,5,145,ensuite,1220.9
1177,Agra,2.95,9.2,835,shared,6,1,1,1,peak,0,0.49,27.27640502259792,78.01113739177453,0.31,2.15,7.7,62.0,7.1,-0.11,30,cleanliness,0.0,29,0,519.79,0.54,977.22,1,0,0,0.7,10,0,0,0,0,0,3,174,shared,995.12
1178,Varanasi,2.27,7.2,515,private,4,0,1,1,peak,1,0.9,25.335264998892487,82.97781785566686,0.71,1.28,6.0,72.0,9.3,0.5,18,location,-0.07,66,0,1309.89,0.3,1339.75,5,0,0,1.0,9,1,1,1,0,1,2,206,shared,2073.92
1179,Kerala,5.46,9.7,1115,shared,8,1,1,0,peak,0,0.79,10.791408791508987,76.36117742883583,1.95,0.05,3.9,99.0,6.3,0.92,36,noise,0.08,9,0,1329.51,0.31,403.33,9,0,0,1.0,3,0,1,1,0,1,2,150,ensuite,2095.28
1180,Rishikesh,1.01,8.4,1632,shared,8,1,1,1,low,1,0.62,30.087637407138946,78.2974800934755,2.59,1.17,9.4,60.0,7.0,-0.07,40,location,0.01,55,0,635.95,0.33,481.07,7,0,0,1.2,22,1,1,1,1,0,2,322,ensuite,1476.49
1181,Manali,1.68,9.5,1035,shared,4,1,1,1,peak,0,0.7,32.28182222681012,77.14419139897758,0.08,2.46,4.9,80.0,3.8,-0.09,24,value,-0.19,33,0,972.14,0.66,1142.08,9,1,0,1.0,38,1,1,1,0,1,4,140,shared,2886.23
1182,Delhi,0.94,8.6,213,shared,4,0,1,0,low,0,0.94,28.75897207723632,77.10880735939081,1.51,0.48,4.6,50.0,7.2,0.66,20,noise,0.19,64,0,827.79,0.58,670.62,10,0,0,0.9,11,1,1,1,1,0,3,322,shared,1094.48
1183,Udaipur,4.67,7.2,671,shared,8,1,1,1,peak,0,0.78,24.485501997803187,73.73794471658161,1.67,3.41,8.7,47.0,4.9,0.18,23,noise,-0.02,5,1,470.36,0.76,1351.13,10,0,1,0.9,6,1,1,1,1,1,3,282,ensuite,1998.91
1184,Kolkata,2.56,7.4,814,shared,12,0,1,1,low,1,0.64,22.57360541770046,88.3918543442028,0.16,0.4,9.9,87.0,8.7,0.59,49,location,-0.21,69,1,1428.7,0.56,986.8,5,0,0,1.0,5,1,1,1,0,0,2,168,shared,1201.06
1185,Bangalore,3.23,8.1,413,shared,8,0,1,0,shoulder,0,0.47,12.91864691599413,77.61165084524764,1.39,0.12,7.6,91.0,4.5,0.45,43,noise,-0.2,42,0,311.74,0.35,831.52,3,1,0,0.8,30,1,1,0,1,0,1,290,ensuite,1049.88
1186,Bangalore,0.87,9.0,1136,private,4,0,1,0,peak,0,0.58,13.046582366650957,77.53014723092431,2.5,0.26,7.4,80.0,5.2,0.98,28,noise,0.18,15,0,525.09,0.87,671.43,2,0,0,0.7,14,0,1,0,0,0,3,124,shared,1794.91
1187,Kerala,0.75,7.2,545,private,12,1,1,0,shoulder,1,0.99,10.781081088810046,76.1778186378159,0.11,2.72,5.2,49.0,4.9,0.87,18,cleanliness,0.12,62,0,714.68,0.81,563.04,9,0,0,1.0,2,1,1,1,1,0,3,370,shared,2078.25
1188,Pune,2.01,8.2,1401,shared,10,0,1,0,shoulder,0,0.66,18.553691249914966,73.82426861047337,2.86,0.81,3.1,54.0,8.3,0.61,33,location,0.0,64,0,1327.75,0.32,1015.02,5,0,0,1.0,33,0,1,1,0,1,5,368,shared,988.42
1189,Chennai,4.01,7.3,1245,shared,6,0,1,1,shoulder,0,0.68,13.035912438064987,80.25620443091205,1.72,2.39,4.3,95.0,9.6,0.11,46,staff,-0.12,4,0,1246.38,0.83,951.23,11,1,0,0.8,37,1,1,1,1,0,2,148,ensuite,1126.94
1190,Jaipur,2.23,9.1,586,shared,8,1,1,0,peak,0,0.7,26.883708428642855,75.69966084791523,3.58,1.14,7.1,57.0,3.9,0.11,18,staff,-0.02,24,0,995.86,0.68,693.7,1,1,0,0.7,8,1,1,1,1,0,1,274,ensuite,1530.15
1191,Rishikesh,0.1,7.8,1994,private,8,1,1,0,shoulder,0,0.93,30.175011852151368,78.33059346760398,0.49,0.98,4.1,89.0,5.3,0.86,15,value,0.08,26,1,1134.03,0.43,1309.55,2,0,0,0.7,10,1,0,1,0,1,5,302,ensuite,1476.35
1192,Udaipur,6.09,6.3,1242,shared,10,1,1,1,low,0,0.76,24.533489625081614,73.68131548750206,3.58,2.47,9.2,57.0,7.4,0.5,15,cleanliness,0.23,41,0,709.09,0.47,1137.98,2,0,0,0.7,21,0,1,0,1,0,1,219,shared,635.63
1193,Chennai,0.2,6.6,772,private,8,0,1,0,peak,0,0.82,13.001700552364587,80.3534265492357,0.2,0.83,4.3,96.0,9.1,0.75,44,location,0.03,54,0,1428.65,0.46,586.07,12,0,0,0.9,19,0,0,0,1,1,1,239,shared,1527.52
1194,Pune,9.36,6.2,1930,private,8,0,1,1,shoulder,1,0.63,18.434256980288843,73.78758202156845,1.03,2.43,6.7,95.0,5.4,0.34,28,location,-0.13,25,0,332.14,0.74,1337.7,4,0,0,0.9,35,1,1,1,1,0,1,193,shared,1351.34
1195,Mumbai,0.08,7.9,126,private,8,1,0,1,peak,1,0.42,19.076923022019894,72.78908699138746,0.44,0.16,6.6,43.0,2.0,-0.08,26,cleanliness,-0.27,15,1,421.11,0.24,1131.09,6,0,0,1.1,18,1,1,1,1,0,4,321,ensuite,3000.0
1196,Chennai,3.56,6.4,637,private,6,0,1,1,shoulder,0,0.96,13.111042296456858,80.26716322087726,4.18,1.52,7.2,86.0,4.3,0.2,25,cleanliness,-0.19,89,0,1410.66,0.15,1286.82,8,0,0,1.2,7,1,1,1,1,1,3,103,ensuite,1787.19
1197,Kolkata,0.26,6.4,758,shared,8,1,1,1,low,0,0.97,22.53805872871418,88.30172586736514,2.44,1.82,5.3,50.0,6.0,-0.01,10,value,0.09,27,0,1434.06,0.5,449.84,3,0,0,0.8,13,1,0,1,1,1,3,386,shared,713.25
1198,Udaipur,7.25,9.6,1511,shared,8,0,1,0,peak,1,0.97,24.623451948358618,73.79997985511558,0.05,3.44,9.1,53.0,4.8,0.74,18,staff,-0.2,29,0,888.69,0.33,336.3,10,0,0,0.9,46,1,0,1,0,0,5,307,shared,1574.82
1199,Agra,1.87,9.3,114,private,12,1,1,1,peak,1,0.97,27.08890674371465,77.91016067969075,0.02,0.38,6.1,68.0,2.7,0.64,13,location,-0.01,76,1,991.75,0.55,842.21,10,0,1,0.9,12,1,1,1,1,1,1,273,shared,3000.0
1200,Rishikesh,0.44,7.7,504,shared,6,0,1,0,shoulder,1,0.89,30.158366928984574,78.25012393501181,0.69,1.39,7.9,75.0,1.3,-0.09,39,cleanliness,0.12,88,0,1383.05,0.88,792.97,6,0,0,1.1,40,1,1,1,1,0,1,91,shared,1630.92
1201,Pune,1.25,9.7,1804,shared,6,0,1,1,low,0,0.81,18.583713441947847,73.94204955426903,0.31,0.85,7.5,60.0,7.2,0.55,48,location,-0.12,44,0,1324.12,0.64,1256.78,4,0,0,0.9,24,0,0,1,1,1,3,184,shared,997.17
1202,Mumbai,0.54,6.0,55,shared,6,1,1,1,peak,1,0.91,19.17309925427842,72.85458364134595,1.99,0.72,3.8,75.0,9.9,0.85,40,staff,0.1,18,1,1334.34,0.87,489.36,8,1,0,1.2,18,1,0,1,1,1,1,200,shared,2807.84
1203,Manali,0.56,8.3,832,shared,8,0,1,0,shoulder,1,0.76,32.32690099618037,77.1073218561201,2.18,0.17,7.4,50.0,9.3,0.64,29,location,0.05,12,0,746.14,0.69,325.94,9,0,0,1.0,38,0,0,0,0,0,1,296,shared,1461.54
1204,Goa,8.88,8.3,1364,private,8,0,1,1,low,0,0.48,15.270539432783787,74.08457898857235,5.69,0.22,6.9,41.0,7.1,0.41,19,location,-0.04,74,1,1296.66,0.16,882.17,9,0,0,1.0,12,1,1,1,1,1,1,207,shared,1401.66
1205,Pune,1.77,7.7,1249,shared,2,1,1,0,low,0,0.63,18.500255076803114,73.85630207876689,6.07,2.72,9.3,74.0,8.6,0.17,49,cleanliness,0.24,22,0,383.17,0.81,495.32,12,1,0,0.9,3,1,1,1,1,1,2,251,shared,1222.48
1206,Goa,4.66,7.5,991,shared,6,0,1,1,low,0,0.98,15.348492969495652,74.06103033746867,2.15,2.08,9.2,71.0,3.3,0.86,32,cleanliness,0.12,13,0,884.36,0.26,354.46,6,0,0,1.1,25,1,1,1,0,0,2,380,shared,1618.29
1207,Udaipur,3.06,7.7,969,private,4,0,1,0,low,0,0.61,24.512216554390996,73.70581234102866,0.01,0.72,4.1,81.0,6.6,0.31,18,cleanliness,-0.08,73,0,584.89,0.79,324.43,2,0,0,0.7,35,1,1,0,1,0,2,264,shared,811.93
1208,Bangalore,3.38,7.6,1525,private,2,0,1,1,peak,1,0.92,12.934402942048967,77.66186863915716,0.89,2.64,3.6,79.0,1.5,0.83,17,staff,0.18,22,1,342.96,0.7,456.68,2,1,1,0.7,16,0,1,1,1,1,5,124,ensuite,2710.53
1209,Pune,0.42,8.8,1846,shared,8,0,1,0,peak,1,0.46,18.444108187395127,73.93122359403932,1.44,0.13,5.1,94.0,7.4,0.74,45,noise,0.14,39,0,1040.65,0.77,713.44,10,0,0,0.9,49,0,0,1,1,1,1,201,shared,1455.57
1210,Manali,0.8,6.5,1955,shared,4,0,1,1,low,1,0.6,32.23057728981457,77.09855214694214,1.38,1.47,9.9,68.0,9.7,0.78,35,staff,0.18,63,1,391.42,0.3,1272.37,9,0,0,1.0,48,0,1,1,1,0,2,353,shared,1539.12
1211,Delhi,4.64,6.8,854,shared,6,1,1,1,shoulder,1,0.61,28.714500855977064,77.03468067161052,1.85,3.04,3.2,41.0,8.7,0.99,9,cleanliness,0.08,84,0,444.19,0.75,1136.63,5,1,0,1.0,45,0,1,1,1,0,2,130,shared,1545.06
1212,Kerala,10.6,6.7,458,shared,4,1,1,1,shoulder,0,0.43,10.792732093992552,76.22615802715336,6.47,2.74,7.7,78.0,5.8,0.7,23,value,-0.07,58,0,398.09,0.59,883.19,7,0,0,1.2,13,0,1,1,1,1,4,176,shared,1180.32
1213,Goa,0.91,7.0,545,shared,4,0,1,0,low,0,0.47,15.204626337382821,74.14297317017751,4.33,0.7,7.3,81.0,8.1,-0.16,12,location,-0.09,19,0,1470.06,0.17,773.38,6,0,0,1.1,24,0,1,1,1,0,5,364,shared,1041.06
1214,Kerala,0.95,8.0,520,shared,8,0,1,1,low,1,0.52,10.894371166350105,76.2432989517585,0.23,2.05,7.5,71.0,9.5,0.05,17,location,0.09,31,0,347.09,0.81,801.38,9,0,0,1.0,12,0,1,1,1,0,2,155,shared,1065.58
1215,Kolkata,1.92,6.4,1491,private,6,1,1,0,shoulder,0,0.9,22.476601032885235,88.43270818268921,0.62,0.84,4.5,81.0,2.9,-0.16,45,location,-0.22,77,0,623.71,0.8,1273.11,5,0,0,1.0,2,0,0,0,1,0,2,270,shared,1400.11
1216,Delhi,12.38,9.3,1580,shared,10,1,1,1,low,0,0.44,28.798780521785673,77.1458343736566,3.58,2.75,4.6,59.0,8.1,0.03,21,location,0.19,23,1,1082.4,0.56,1097.09,8,1,1,1.2,26,1,0,1,1,0,2,241,shared,1429.55
1217,Kerala,0.94,7.1,1569,shared,6,0,0,0,low,0,0.58,10.79482145134848,76.19119120462271,3.48,1.13,6.0,49.0,3.4,-0.13,36,value,-0.08,45,0,1288.06,0.46,489.21,4,0,0,0.9,46,1,1,1,1,0,4,147,ensuite,798.43
1218,Hyderabad,1.57,6.6,549,shared,4,1,1,0,peak,0,0.41,17.417780018423258,78.51161150050241,0.64,2.17,3.7,80.0,8.9,0.4,9,cleanliness,0.08,17,0,1029.84,0.42,1333.71,7,0,0,1.2,10,1,0,1,0,0,4,340,shared,1738.69
1219,Hyderabad,6.66,8.6,1517,shared,6,1,1,1,peak,0,0.82,17.371950345248,78.40930252506939,2.62,0.12,3.5,55.0,1.9,-0.17,13,noise,-0.0,47,1,1471.8,0.58,1150.21,9,0,1,1.0,19,1,0,1,1,0,5,200,shared,1957.13
1220,Mumbai,0.01,6.1,25,private,8,0,1,0,low,0,0.77,18.987934772067423,72.8287071339273,2.23,1.34,3.6,67.0,2.6,0.37,47,location,0.01,13,0,705.25,0.77,337.57,2,0,0,0.7,22,1,0,0,1,1,1,232,shared,734.2
1221,Rishikesh,0.12,8.4,1604,shared,6,0,1,1,low,0,0.79,30.081336721326892,78.20317412670684,1.28,1.2,7.0,69.0,7.5,0.88,38,noise,0.14,53,0,866.41,0.55,852.48,9,0,0,1.0,24,0,1,1,1,0,1,269,shared,1230.52
1222,Bangalore,2.78,8.7,252,shared,10,0,1,0,peak,1,0.62,12.97495212685936,77.52921238984014,0.45,1.41,5.8,69.0,2.6,0.7,49,staff,0.08,20,1,1285.56,0.2,1018.06,12,0,0,0.9,26,0,0,1,1,0,5,281,shared,1562.21
1223,Udaipur,7.14,6.8,1983,shared,8,1,1,0,low,1,0.52,24.656336641618573,73.73577910495538,4.39,1.78,5.1,76.0,2.4,0.93,5,staff,-0.15,4,1,1118.04,0.34,367.09,8,1,0,1.2,5,1,0,1,1,1,1,158,shared,1904.36
1224,Pune,0.82,6.2,1240,private,6,1,1,1,peak,1,0.83,18.56686981392958,73.86942098451084,2.27,3.75,5.2,42.0,6.0,0.07,44,location,-0.26,30,0,556.88,0.63,688.37,10,1,0,0.9,16,0,1,1,1,0,3,247,shared,2226.69
1225,Jaipur,1.9,7.4,921,shared,8,1,1,0,peak,0,0.89,26.82826049495068,75.72250563055755,0.37,2.31,4.5,99.0,8.5,0.44,19,cleanliness,0.2,66,1,898.4,0.62,1013.13,1,0,0,0.7,37,1,1,1,0,0,1,366,shared,1415.81
1226,Kolkata,1.8,6.4,1304,shared,10,0,1,0,shoulder,1,0.48,22.514432536686453,88.4619345610837,2.44,0.37,5.9,83.0,3.4,0.18,36,value,0.23,86,0,1471.15,0.52,1197.7,10,0,0,0.9,34,1,0,1,1,1,4,196,shared,1024.62
1227,Goa,1.92,6.4,770,shared,6,1,1,1,peak,1,0.69,15.26167753684299,74.10836734647366,2.71,2.62,4.4,66.0,8.6,0.39,38,location,-0.2,58,0,1335.63,0.29,1374.85,7,0,0,1.2,38,1,1,0,1,0,4,288,ensuite,2419.49
1228,Udaipur,2.92,7.0,1812,private,4,1,1,1,shoulder,0,0.55,24.508681537292965,73.63191386563099,4.36,0.2,7.9,51.0,8.3,0.47,39,staff,-0.11,43,0,530.16,0.32,433.79,12,1,1,0.9,28,1,0,1,1,0,2,283,ensuite,1792.22
1229,Delhi,1.9,7.1,714,shared,8,1,1,1,shoulder,1,0.5,28.6954798141829,77.02661380339103,0.5,1.46,3.9,45.0,6.2,-0.16,32,staff,-0.13,63,1,515.74,0.49,995.64,5,0,0,1.0,12,1,1,1,1,0,4,340,shared,1545.15
1230,Varanasi,1.78,8.0,1880,shared,6,0,1,0,peak,0,0.84,25.414461838172507,82.99067874274532,8.98,3.22,9.6,80.0,6.8,0.08,21,noise,0.26,41,0,1294.07,0.42,1282.07,5,0,0,1.0,45,1,1,1,1,0,3,309,ensuite,1611.17
1231,Hyderabad,1.93,8.6,1763,shared,12,1,1,0,low,1,0.72,17.387922558247553,78.5825138806767,0.33,0.16,3.6,59.0,1.4,0.65,15,value,-0.18,37,0,538.67,0.35,1088.61,7,1,0,1.2,45,1,0,1,1,1,3,310,shared,1638.17
1232,Varanasi,2.68,8.3,124,shared,6,0,1,1,peak,0,0.53,25.36597643366463,82.98829022032383,1.84,2.84,9.6,54.0,4.3,0.73,27,location,-0.2,6,1,843.35,0.76,995.64,11,0,0,0.8,21,1,1,1,0,0,3,194,ensuite,1504.93
1233,Manali,2.31,6.6,1613,private,4,1,1,1,shoulder,0,0.59,32.27618755953987,77.27850829532332,2.14,2.4,8.8,63.0,3.4,0.48,30,cleanliness,-0.19,58,0,516.91,0.5,535.86,10,0,0,0.9,32,0,0,1,1,0,2,152,ensuite,1555.33
1234,Kolkata,5.78,6.7,1332,private,12,1,1,0,peak,0,0.98,22.642582287018428,88.3527265701516,1.09,1.05,7.8,76.0,2.4,0.12,9,noise,0.14,68,1,317.6,0.5,1196.83,4,0,0,0.9,25,0,1,1,1,0,1,386,ensuite,1986.56
1235,Jaipur,0.15,9.3,1870,shared,8,0,1,1,peak,0,0.91,26.855544698093123,75.7744682207304,1.29,0.55,9.4,80.0,4.5,0.29,30,value,0.23,69,0,1350.48,0.44,918.74,1,1,1,0.7,14,1,1,1,1,1,2,236,shared,1851.01
1236,Pune,5.37,8.1,1516,shared,4,1,1,0,shoulder,0,0.93,18.571165252338606,73.85670147186318,4.43,0.78,4.0,79.0,4.2,-0.08,10,noise,-0.06,48,0,1234.81,0.64,422.56,6,0,0,1.1,47,0,0,0,0,1,4,258,shared,1238.63
